,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
228,Welcome To The World,= (Tour Edition),2022-05-27,19,0U6t2MydXHVgZOrSqxKX80,spotify:track:0U6t2MydXHVgZOrSqxKX80,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,4,176813
229,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,3lWL6K0yR4ejtH6NhxsnnS,spotify:track:3lWL6K0yR4ejtH6NhxsnnS,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,13,185422
230,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,4w5auFnMcOtOCQzVHJhjJb,spotify:track:4w5auFnMcOtOCQzVHJhjJb,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,2,163449
231,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,65TI65IRiToBf6Jsye0uNp,spotify:track:65TI65IRiToBf6Jsye0uNp,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,20,250763
232,Peru,= (Tour Edition),2022-05-27,23,23Z7gmoymcGNEAfpRT5lHV,spotify:track:23Z7gmoymcGNEAfpRT5lHV,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,1,187111
233,2step (feat. Antytila),= (Tour Edition),2022-05-27,24,2gnZazKNU1zj2KKIqmaYrP,spotify:track:2gnZazKNU1zj2KKIqmaYrP,0.235,0.506,0.695,0.0,0.151,-5.185,0.105,93.75,0.599,8,153213
234,Tides,= (Tour Edition),2022-05-27,1,5PnbK3HZOhKFBsZQsKBsrt,spotify:track:5PnbK3HZOhKFBsZQsKBsrt,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,22,195760
235,Shivers,= (Tour Edition),2022-05-27,2,0R7actBQHxhVKUJaNGMvWJ,spotify:track:0R7actBQHxhVKUJaNGMvWJ,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,25,207853
236,First Times,= (Tour Edition),2022-05-27,3,7I5tH6lz4JitCLVJlulUTM,spotify:track:7I5tH6lz4JitCLVJlulUTM,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,22,185853
237,Bad Habits,= (Tour Edition),2022-05-27,4,0cYD8bizq1Nadk0p4W5Uxn,spotify:track:0cYD8bizq1Nadk0p4W5Uxn,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,21,230746
238,Overpass Graffiti,= (Tour Edition),2022-05-27,5,035X1qHemw4LRaTxxGHj3I,spotify:track:035X1qHemw4LRaTxxGHj3I,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,21,236906
239,The Joker And The Queen,= (Tour Edition),2022-05-27,6,5Hjj0wOrf0Y8LEjmOWG2cC,spotify:track:5Hjj0wOrf0Y8LEjmOWG2cC,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,19,185586
240,Leave Your Life,= (Tour Edition),2022-05-27,7,3i4rRieMeLsZlbOLdL3CXT,spotify:track:3i4rRieMeLsZlbOLdL3CXT,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,19,223866
241,Collide,= (Tour Edition),2022-05-27,8,1skhtvHlDdaOgU8dgqlS0y,spotify:track:1skhtvHlDdaOgU8dgqlS0y,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,19,210213
242,2step,= (Tour Edition),2022-05-27,9,6d9XYGdPLR5IqnGA0zPZ6I,spotify:track:6d9XYGdPLR5IqnGA0zPZ6I,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,20,153626
243,Stop The Rain,= (Tour Edition),2022-05-27,10,6vttgkSTQoWCVOz9v0lrTI,spotify:track:6vttgkSTQoWCVOz9v0lrTI,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,19,203493
244,Love In Slow Motion,= (Tour Edition),2022-05-27,11,3R9HuF4kedkwKNW3ftsWt9,spotify:track:3R9HuF4kedkwKNW3ftsWt9,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,18,190933
245,Visiting Hours,= (Tour Edition),2022-05-27,12,4HoEuyVtjbPuo9o1CjOX6N,spotify:track:4HoEuyVtjbPuo9o1CjOX6N,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,18,215506
246,Sandman,= (Tour Edition),2022-05-27,13,1MHVIErekQWKJlUlUgpa9C,spotify:track:1MHVIErekQWKJlUlUgpa9C,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,17,259333
247,Be Right Now,= (Tour Edition),2022-05-27,14,7064QsflGu0XE6h91CiARA,spotify:track:7064QsflGu0XE6h91CiARA,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,17,211080
248,Afterglow,= (Tour Edition),2022-05-27,15,78ivtOGX1tuu96HB762bHj,spotify:track:78ivtOGX1tuu96HB762bHj,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,42,185486
249,One Life,= (Tour Edition),2022-05-27,16,6CN21MBV1oAlUQUHw91or9,spotify:track:6CN21MBV1oAlUQUHw91or9,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,43,231546
250,Penguins,= (Tour Edition),2022-05-27,17,7phml42TfGHbbGaaYTKeeU,spotify:track:7phml42TfGHbbGaaYTKeeU,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,27,248866
251,I Will Remember You,= (Tour Edition),2022-05-27,18,66PZDXHKt0nPVTue9xWsKh,spotify:track:66PZDXHKt0nPVTue9xWsKh,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,28,214493
252,Welcome To The World,= (Tour Edition),2022-05-27,19,1vY3vb1UPpuKixhHAc2GdW,spotify:track:1vY3vb1UPpuKixhHAc2GdW,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,23,176813
253,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,3t7KubqdxxGkjiivWcCsM3,spotify:track:3t7KubqdxxGkjiivWcCsM3,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,33,185422
254,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,6zt26tQZyJUFGf6G19afcu,spotify:track:6zt26tQZyJUFGf6G19afcu,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,17,163449
255,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,5uarIkpDXxJMORF9bRBoSi,spotify:track:5uarIkpDXxJMORF9bRBoSi,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,31,250763
256,Peru,= (Tour Edition),2022-05-27,23,7zu5BmdIY4VZ4SBYx3gk06,spotify:track:7zu5BmdIY4VZ4SBYx3gk06,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,16,187111
257,2step (feat. Ultimo),= (Tour Edition),2022-05-27,24,0ZDUncTfyMQ3X6rEiuhxPQ,spotify:track:0ZDUncTfyMQ3X6rEiuhxPQ,0.16,0.727,0.69,0.0,0.137,-5.063,0.0721,94.935,0.685,19,154160
258,Tides,= (Tour Edition),2022-05-27,1,5GXR0UNazLGaOC07uQwV89,spotify:track:5GXR0UNazLGaOC07uQwV89,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,29,195760
259,Shivers,= (Tour Edition),2022-05-27,2,1C5UselcCfDuv4VEEePkKg,spotify:track:1C5UselcCfDuv4VEEePkKg,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,26,207853
260,First Times,= (Tour Edition),2022-05-27,3,3bNYGzReWzSEvZqKFL7FFm,spotify:track:3bNYGzReWzSEvZqKFL7FFm,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,24,185853
261,Bad Habits,= (Tour Edition),2022-05-27,4,3TI0cPoXO2NJ3VwKMgwKSq,spotify:track:3TI0cPoXO2NJ3VwKMgwKSq,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,24,230746
262,Overpass Graffiti,= (Tour Edition),2022-05-27,5,2bRxBU0YREY4nWIN2U4B5z,spotify:track:2bRxBU0YREY4nWIN2U4B5z,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,28,236906
263,The Joker And The Queen,= (Tour Edition),2022-05-27,6,5u9GHrNfzZjK6mSsVEWsQp,spotify:track:5u9GHrNfzZjK6mSsVEWsQp,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,23,185586
264,Leave Your Life,= (Tour Edition),2022-05-27,7,7JgsnoqF8nswKM1QG38cPP,spotify:track:7JgsnoqF8nswKM1QG38cPP,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,22,223866
265,Collide,= (Tour Edition),2022-05-27,8,0ojizPvzQKpjval3LW8z8x,spotify:track:0ojizPvzQKpjval3LW8z8x,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,23,210213
266,2step,= (Tour Edition),2022-05-27,9,4T2sTuHeEIroGc27fVqL8t,spotify:track:4T2sTuHeEIroGc27fVqL8t,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,27,153626
267,Stop The Rain,= (Tour Edition),2022-05-27,10,16qeCI6bkVupMsuTPEydbg,spotify:track:16qeCI6bkVupMsuTPEydbg,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,22,203493
268,Love In Slow Motion,= (Tour Edition),2022-05-27,11,0XBJPrc1SPuhyN7LsZZBoo,spotify:track:0XBJPrc1SPuhyN7LsZZBoo,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,25,190933
269,Visiting Hours,= (Tour Edition),2022-05-27,12,3XXUH2cJvC5ymAFxPMdVpA,spotify:track:3XXUH2cJvC5ymAFxPMdVpA,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,22,215506
270,Sandman,= (Tour Edition),2022-05-27,13,7EWX6LS9UWlYh7IGPC8KjL,spotify:track:7EWX6LS9UWlYh7IGPC8KjL,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,22,259333
271,Be Right Now,= (Tour Edition),2022-05-27,14,2lTmArZjt8ECQEyaEEcxnP,spotify:track:2lTmArZjt8ECQEyaEEcxnP,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,20,211080
272,Afterglow,= (Tour Edition),2022-05-27,15,0buWN3vK0XrYGy68FvKvqA,spotify:track:0buWN3vK0XrYGy68FvKvqA,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,29,185486
273,One Life,= (Tour Edition),2022-05-27,16,4Y1fcCtUz0Gt1HYwrjVpd6,spotify:track:4Y1fcCtUz0Gt1HYwrjVpd6,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,41,231546
274,Penguins,= (Tour Edition),2022-05-27,17,0FFGoz82yyQIurLnsRaA66,spotify:track:0FFGoz82yyQIurLnsRaA66,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,33,248866
275,I Will Remember You,= (Tour Edition),2022-05-27,18,67Zs1ZyqMQwONhVC8ONnUR,spotify:track:67Zs1ZyqMQwONhVC8ONnUR,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,34,214493
276,Welcome To The World,= (Tour Edition),2022-05-27,19,1pb4taSas2dq8rTUCFhkou,spotify:track:1pb4taSas2dq8rTUCFhkou,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,30,176813
277,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,4tI4hJRzpqhf280GUpK69K,spotify:track:4tI4hJRzpqhf280GUpK69K,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,27,185422
278,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,3fEcu8w1aG7NhjihgxHoYb,spotify:track:3fEcu8w1aG7NhjihgxHoYb,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,24,163449
279,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,2kcpfk409OawYkzkA2jTQu,spotify:track:2kcpfk409OawYkzkA2jTQu,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,32,250763
280,Peru,= (Tour Edition),2022-05-27,23,0FgF7N4PKeDNwDJHk5ED67,spotify:track:0FgF7N4PKeDNwDJHk5ED67,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,23,187111
281,2step (feat. Potter Payper),= (Tour Edition),2022-05-27,24,7oApry96vhs6TjpEY2Hf6g,spotify:track:7oApry96vhs6TjpEY2Hf6g,0.14,0.726,0.671,0.0,0.139,-5.402,0.161,95.053,0.552,19,153446
282,Tides,= (Tour Edition),2022-05-27,1,2034O98KseYfXW4eETgm9h,spotify:track:2034O98KseYfXW4eETgm9h,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,42,195760
283,Shivers,= (Tour Edition),2022-05-27,2,6SR8tWgGvYoA2VJDgPQSWo,spotify:track:6SR8tWgGvYoA2VJDgPQSWo,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,43,207853
284,First Times,= (Tour Edition),2022-05-27,3,6ih77QgShm0RSp913VkGZn,spotify:track:6ih77QgShm0RSp913VkGZn,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,42,185853
285,Bad Habits,= (Tour Edition),2022-05-27,4,5jRvUR9rwKALlZQ1EzGjBI,spotify:track:5jRvUR9rwKALlZQ1EzGjBI,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,41,230746
286,Overpass Graffiti,= (Tour Edition),2022-05-27,5,0FRBToHz6nkJTk2MqVAnX9,spotify:track:0FRBToHz6nkJTk2MqVAnX9,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,41,236906
287,The Joker And The Queen,= (Tour Edition),2022-05-27,6,49fcoVTl7mQtaGrOu5eWWf,spotify:track:49fcoVTl7mQtaGrOu5eWWf,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,40,185586
288,Leave Your Life,= (Tour Edition),2022-05-27,7,1REhY89NpcXlSsA5OR09pV,spotify:track:1REhY89NpcXlSsA5OR09pV,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,39,223866
289,Collide,= (Tour Edition),2022-05-27,8,362gtoLRmu1RfqolIFxXcL,spotify:track:362gtoLRmu1RfqolIFxXcL,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,40,210213
290,2step,= (Tour Edition),2022-05-27,9,0Kyf0mywQUx3aqtYVtiR6U,spotify:track:0Kyf0mywQUx3aqtYVtiR6U,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,41,153626
291,Stop The Rain,= (Tour Edition),2022-05-27,10,781z6KOhWIytOCGXsWoL0H,spotify:track:781z6KOhWIytOCGXsWoL0H,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,39,203493
292,Love In Slow Motion,= (Tour Edition),2022-05-27,11,1ZNI4Ab5Ojwha9OCmtqE6n,spotify:track:1ZNI4Ab5Ojwha9OCmtqE6n,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,39,190933
293,Visiting Hours,= (Tour Edition),2022-05-27,12,446RPBrDh8kVcYfDdnNFmp,spotify:track:446RPBrDh8kVcYfDdnNFmp,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,38,215506
294,Sandman,= (Tour Edition),2022-05-27,13,2XKGiJ6CtXxlWdBpDiTa7y,spotify:track:2XKGiJ6CtXxlWdBpDiTa7y,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,37,259333
295,Be Right Now,= (Tour Edition),2022-05-27,14,3hPXXNKlZvD2l4KIgbo65V,spotify:track:3hPXXNKlZvD2l4KIgbo65V,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,37,211080
296,Afterglow,= (Tour Edition),2022-05-27,15,5hyNzOLHCyYjvrIVIIVIWI,spotify:track:5hyNzOLHCyYjvrIVIIVIWI,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,57,185486
297,One Life,= (Tour Edition),2022-05-27,16,5DXKvETa1xppOmd4CDxs9S,spotify:track:5DXKvETa1xppOmd4CDxs9S,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,68,231546
298,Penguins,= (Tour Edition),2022-05-27,17,2kvwspbTT9ZyQNAv9OVYjq,spotify:track:2kvwspbTT9ZyQNAv9OVYjq,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,47,248866
299,I Will Remember You,= (Tour Edition),2022-05-27,18,4yVsZALRYQ2cBJCViCTTp0,spotify:track:4yVsZALRYQ2cBJCViCTTp0,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,48,214493
300,Welcome To The World,= (Tour Edition),2022-05-27,19,6GqJ3mte0bfx6cIrWlVDW6,spotify:track:6GqJ3mte0bfx6cIrWlVDW6,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,44,176813
301,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,2dk3qSc7779ecP8w6rNoT9,spotify:track:2dk3qSc7779ecP8w6rNoT9,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,58,185422
302,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,3vRMNhtsTzM25UbTeuKGrx,spotify:track:3vRMNhtsTzM25UbTeuKGrx,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,38,163449
303,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,5L9Ptz7hUfTavjjdRRiNXR,spotify:track:5L9Ptz7hUfTavjjdRRiNXR,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,52,250763
304,Peru,= (Tour Edition),2022-05-27,23,1PvSHEmS4wNXTft6I0ugOZ,spotify:track:1PvSHEmS4wNXTft6I0ugOZ,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,37,187111
305,2step (feat. Lil Baby),2step (The Remixes),2022-05-26,1,5PF6tRnQJWyAlZTCgDa4wQ,spotify:track:5PF6tRnQJWyAlZTCgDa4wQ,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,41,163449
306,2step (feat. Ultimo),2step (The Remixes),2022-05-26,2,0NA1T29q7bSzLa0RE1KM3K,spotify:track:0NA1T29q7bSzLa0RE1KM3K,0.16,0.727,0.69,0.0,0.137,-5.063,0.0721,94.935,0.685,37,154160
307,2step (feat. Potter Payper),2step (The Remixes),2022-05-26,3,6P0lfcQhycP2MEx8QUBFlH,spotify:track:6P0lfcQhycP2MEx8QUBFlH,0.14,0.726,0.671,0.0,0.139,-5.402,0.161,95.053,0.552,16,153446
308,2step (feat. Antytila),2step (The Remixes),2022-05-26,4,5HfA6KNvluQJSbrgrv3gh3,spotify:track:5HfA6KNvluQJSbrgrv3gh3,0.235,0.506,0.695,0.0,0.151,-5.185,0.105,93.75,0.599,45,153213
309,2step (feat. Leto),2step (The Remixes),2022-05-26,5,2xrUccWenkzSak57jvxUx8,spotify:track:2xrUccWenkzSak57jvxUx8,0.273,0.73,0.701,0.0,0.0657,-5.318,0.0447,94.97,0.522,26,154453
310,2step (feat. Ellinoora),2step (The Remixes),2022-05-26,6,3Cem1dtq0bNVYQNqz9h0BY,spotify:track:3Cem1dtq0bNVYQNqz9h0BY,0.167,0.705,0.741,0.0,0.216,-4.33,0.0683,94.962,0.615,27,153373
311,2step (feat. 1.Cuz),2step (The Remixes),2022-05-26,7,2B2eoabxesVrveXDd7E0BQ,spotify:track:2B2eoabxesVrveXDd7E0BQ,0.157,0.674,0.663,0.0,0.13,-5.084,0.084,94.818,0.617,41,153226
312,2step (feat. Budjerah),2step (The Remixes),2022-05-26,8,4DLbfwPQlRgSrpgi13Rzuw,spotify:track:4DLbfwPQlRgSrpgi13Rzuw,0.212,0.727,0.621,0.0,0.114,-4.784,0.0555,94.958,0.565,18,153426
313,2step (Star.One Remix),2step (The Remixes),2022-05-26,9,1eYoE3toB7ddWII8HnY1i1,spotify:track:1eYoE3toB7ddWII8HnY1i1,0.254,0.669,0.916,0.00117,0.356,-4.961,0.038,129.956,0.54,14,205186
314,2step (feat. Chefin),2step (The Remixes),2022-05-26,10,6Aj19OnITCi5jJ9mPWKCXg,spotify:track:6Aj19OnITCi5jJ9mPWKCXg,0.209,0.731,0.642,0.0,0.242,-5.106,0.0695,94.961,0.504,27,164560
315,2step (feat. reezy),2step (The Remixes),2022-05-26,11,1g9z0HBaflu4L0LnExBEsM,spotify:track:1g9z0HBaflu4L0LnExBEsM,0.179,0.734,0.68,0.0,0.169,-5.096,0.058,95.06,0.499,22,153334
316,2step (feat. Quevedo),2step (The Remixes),2022-05-26,12,1hrEwyF4znMWHLAErk2ktY,spotify:track:1hrEwyF4znMWHLAErk2ktY,0.171,0.72,0.709,0.0,0.141,-5.308,0.0827,94.99,0.537,27,153254
317,2step (feat. Denise Chaila),2step (The Remixes),2022-05-26,13,0oCTG57WgZ8P9qE80GRmtG,spotify:track:0oCTG57WgZ8P9qE80GRmtG,0.21,0.728,0.69,0.0,0.113,-4.788,0.084,94.986,0.492,16,153227
318,Merry Christmas,= (Christmas Edition),2021-12-01,1,0aoUM0zcu0kCX7Cv7O939I,spotify:track:0aoUM0zcu0kCX7Cv7O939I,0.243,0.594,0.935,2.36e-06,0.102,-2.018,0.0357,113.99,0.602,80,208546
319,Tides,= (Christmas Edition),2021-12-01,2,1vV7kax5Dtq4UYgxxyNp0i,spotify:track:1vV7kax5Dtq4UYgxxyNp0i,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,43,195760
320,Shivers,= (Christmas Edition),2021-12-01,3,6UW39YshTGhjxPtTOg8Ln9,spotify:track:6UW39YshTGhjxPtTOg8Ln9,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,44,207853
321,First Times,= (Christmas Edition),2021-12-01,4,2svoCXTQnV52hJMU4PeSok,spotify:track:2svoCXTQnV52hJMU4PeSok,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,42,185853
322,Bad Habits,= (Christmas Edition),2021-12-01,5,79g9ptkBCqwK3Iy8CWbyPf,spotify:track:79g9ptkBCqwK3Iy8CWbyPf,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,43,230746
323,Overpass Graffiti,= (Christmas Edition),2021-12-01,6,0hCAqMZkfeQGMVvAEeEUnl,spotify:track:0hCAqMZkfeQGMVvAEeEUnl,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,42,236906
324,The Joker And The Queen,= (Christmas Edition),2021-12-01,7,2XLVomWJqZfNdoGQA3xAz7,spotify:track:2XLVomWJqZfNdoGQA3xAz7,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,41,185586
325,Leave Your Life,= (Christmas Edition),2021-12-01,8,7xbv3ZdBmf7ko9Jl0cGzhM,spotify:track:7xbv3ZdBmf7ko9Jl0cGzhM,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,40,223866
326,Collide,= (Christmas Edition),2021-12-01,9,47OaUNWyFlDnLLwSVzwk7R,spotify:track:47OaUNWyFlDnLLwSVzwk7R,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,40,210213
327,2step,= (Christmas Edition),2021-12-01,10,4EzeqZsK4ISqlWqmjhyZs9,spotify:track:4EzeqZsK4ISqlWqmjhyZs9,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,40,153626
328,Stop The Rain,= (Christmas Edition),2021-12-01,11,6q2YlRKGFDprh4Spvjmzcc,spotify:track:6q2YlRKGFDprh4Spvjmzcc,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,39,203493
329,Love In Slow Motion,= (Christmas Edition),2021-12-01,12,5m7Cla9gwxiMHVF8z0S8lj,spotify:track:5m7Cla9gwxiMHVF8z0S8lj,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,39,190933
330,Visiting Hours,= (Christmas Edition),2021-12-01,13,7ApHBH6DG99v5rd87Z0oH7,spotify:track:7ApHBH6DG99v5rd87Z0oH7,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,39,215506
331,Sandman,= (Christmas Edition),2021-12-01,14,1rQiJtdYGwESzJFYbP9Hbb,spotify:track:1rQiJtdYGwESzJFYbP9Hbb,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,38,259333
332,Be Right Now,= (Christmas Edition),2021-12-01,15,3ReRhhWt6X8SkNQQ49JZYn,spotify:track:3ReRhhWt6X8SkNQQ49JZYn,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,38,211080
333,Merry Christmas,= (Christmas Edition),2021-12-01,1,1c8okwl6G1OUhgU2BJekIx,spotify:track:1c8okwl6G1OUhgU2BJekIx,0.243,0.594,0.935,2.36e-06,0.102,-2.018,0.0357,113.99,0.602,71,208546
334,Tides,= (Christmas Edition),2021-12-01,2,7DFYLCEG92hZvpHem8Kqg3,spotify:track:7DFYLCEG92hZvpHem8Kqg3,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,25,195760
335,Shivers,= (Christmas Edition),2021-12-01,3,3ZtOU6UehPdcGGnsDRUTK1,spotify:track:3ZtOU6UehPdcGGnsDRUTK1,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,25,207853
336,First Times,= (Christmas Edition),2021-12-01,4,4JeSFxjdH3alkYmJKXBQ88,spotify:track:4JeSFxjdH3alkYmJKXBQ88,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,24,185853
337,Bad Habits,= (Christmas Edition),2021-12-01,5,6kXn6DkRuCsMyzGlRmnqou,spotify:track:6kXn6DkRuCsMyzGlRmnqou,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,24,230746
338,Overpass Graffiti,= (Christmas Edition),2021-12-01,6,3dGAMLMNvJaDBAggCqIY09,spotify:track:3dGAMLMNvJaDBAggCqIY09,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,23,236906
339,The Joker And The Queen,= (Christmas Edition),2021-12-01,7,1Vw5ukHknpHkNT8yNkUnTr,spotify:track:1Vw5ukHknpHkNT8yNkUnTr,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,23,185586
340,Leave Your Life,= (Christmas Edition),2021-12-01,8,0UHONJcM4EGDC8JKt1uyaD,spotify:track:0UHONJcM4EGDC8JKt1uyaD,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,22,223866
